r_no	u_no	r_date	r_start	r_end	r_time	r_car	r_seat
3388	119	2025-09-10	84	78	14:00	5	D01
3389	126	2025-09-10	50	37	21:45	7	D01
3390	173	2025-09-10	41	40	17:00	7	B04
3391	173	2025-09-10	76	73	14:00	2	B01
3392	188	2025-09-10	78	80	14:00	5	B05
3393	189	2025-09-10	81	86	18:00	1	B02
3394	217	2025-09-10	87	89	14:00	1	C03
3395	225	2025-09-10	82	83	18:00	1	C03
3396	243	2025-09-10	15	10	14:30	5	B10
3397	301	2025-09-10	43	33	16:00	9	C09
3398	341	2025-09-10	53	34	16:00	2	C10
3399	373	2025-09-10	77	68	8:00	6	D02
3400	452	2025-09-10	44	36	20:00	5	D05
3401	469	2025-09-10	86	81	10:00	3	B05
3402	50	2025-09-11	41	36	15:00	3	B03
3403	73	2025-09-11	10	8	7:30	1	C07
3404	226	2025-09-11	27	23	19:40	6	B07
3405	328	2025-09-11	80	82	18:00	6	D02
3406	384	2025-09-11	22	25	7:00	1	C06
3407	414	2025-09-11	45	39	19:00	3	B07
3408	473	2025-09-11	72	73	8:00	8	B10
3409	479	2025-09-11	89	88	18:00	3	A06
3410	99	2025-09-12	87	88	14:00	4	C05
3411	135	2025-09-12	65	69	8:00	6	B01
3412	150	2025-09-12	79	82	18:00	6	D06
3413	167	2025-09-12	42	35	22:00	6	B06
3414	201	2025-09-12	67	66	20:00	4	D05
3415	260	2025-09-12	86	78	10:00	1	A07
3416	263	2025-09-12	67	77	18:00	6	D09
3417	312	2025-09-12	85	83	10:00	4	C07
3418	438	2025-09-12	48	38	12:00	7	D10
3419	458	2025-09-12	39	32	10:00	10	C05
3420	477	2025-09-12	34	36	14:00	4	A04
3421	23	2025-09-13	37	44	11:00	1	C07
3422	68	2025-09-13	63	42	18:00	3	C01
3423	77	2025-09-13	72	66	10:00	3	C05
3424	131	2025-09-13	32	37	10:00	4	B05
3425	175	2025-09-13	50	44	15:00	8	C08
3426	195	2025-09-13	35	42	11:00	1	B07
3427	254	2025-09-13	74	70	18:00	7	A02
3428	257	2025-09-13	23	24	12:00	1	B01
3429	314	2025-09-13	78	79	14:00	3	B02
3430	328	2025-09-13	89	87	14:00	1	C06
3431	336	2025-09-13	80	85	10:00	1	C10
3432	386	2025-09-13	10	2	22:00	9	C02
3433	390	2025-09-13	75	64	12:00	3	B05
3434	427	2025-09-13	88	91	18:00	1	A10
3435	24	2025-09-14	89	90	18:00	3	A02
3436	69	2025-09-14	1	11	23:30	5	B09
3437	86	2025-09-14	15	6	10:30	10	A09
3438	90	2025-09-14	48	34	12:30	5	A10
3439	134	2025-09-14	75	65	20:00	8	D02
3440	141	2025-09-14	53	40	9:15	4	C09
3441	150	2025-09-14	76	73	16:00	1	B01
3442	216	2025-09-14	49	32	15:00	7	C06
3443	282	2025-09-14	26	29	20:40	6	A02
3444	283	2025-09-14	89	89	14:00	2	B02
3445	302	2025-09-14	38	40	8:00	1	B09
3446	305	2025-09-14	89	91	10:00	3	A04
3447	318	2025-09-14	84	85	14:00	4	C05
3448	338	2025-09-14	82	79	10:00	1	B06
3449	341	2025-09-14	83	85	14:00	4	C06
3450	345	2025-09-14	87	88	18:00	2	C06
3451	346	2025-09-14	18	30	21:40	3	B05
3452	361	2025-09-14	59	37	15:15	8	C03
3453	483	2025-09-14	55	42	17:30	4	D04
3454	49	2025-09-15	90	87	10:00	1	B04
3455	70	2025-09-15	54	43	12:30	3	B05
3456	197	2025-09-15	46	42	11:00	2	B07
3457	223	2025-09-15	80	80	14:00	5	C08
3458	243	2025-09-15	79	83	10:00	6	A09
3459	324	2025-09-15	44	37	22:00	9	B06
3460	387	2025-09-15	83	84	18:00	1	B01
3461	462	2025-09-15	87	91	10:00	2	A07
3462	22	2025-09-16	46	44	21:00	5	C06
3463	80	2025-09-16	90	87	14:00	2	B03
3464	107	2025-09-16	91	87	14:00	4	B07
3465	144	2025-09-16	59	36	18:00	2	C10
3466	150	2025-09-16	69	72	20:00	8	B06
3467	248	2025-09-16	62	36	18:45	7	D05
3468	388	2025-09-16	44	43	12:00	5	B10
3469	492	2025-09-16	15	1	16:00	8	B10
3470	24	2025-09-17	72	77	20:00	2	B03
3471	72	2025-09-17	88	90	10:00	1	C04
3472	106	2025-09-17	88	87	10:00	4	D09
3473	148	2025-09-17	26	25	22:00	9	A08
3474	203	2025-09-17	50	42	11:15	2	A02
3475	214	2025-09-17	41	44	22:00	9	A06
3476	252	2025-09-17	57	40	9:15	2	B07
3477	266	2025-09-17	38	42	11:00	5	A03
3478	338	2025-09-17	71	75	8:00	4	B05
3479	357	2025-09-17	21	23	13:40	5	A03
3480	386	2025-09-17	78	84	10:00	5	B09
3481	403	2025-09-17	75	67	14:00	6	C06
3482	420	2025-09-17	69	67	12:00	8	A10
3483	458	2025-09-17	83	83	10:00	6	C09
3484	479	2025-09-17	33	44	20:00	8	A10
3485	483	2025-09-17	38	40	19:00	8	A02
3486	48	2025-09-18	79	84	18:00	2	B05
3487	100	2025-09-18	58	43	11:15	4	B09
3488	150	2025-09-18	50	41	6:45	6	C03
3489	191	2025-09-18	83	86	10:00	5	D08
3490	194	2025-09-18	57	37	10:45	6	B07
3491	263	2025-09-18	35	42	9:00	10	C08
3492	344	2025-09-18	90	89	18:00	1	A05
3493	371	2025-09-18	49	46	10:45	3	A07
3494	374	2025-09-18	60	40	17:30	2	B01
3495	376	2025-09-18	8	2	20:30	2	C08
3496	444	2025-09-18	35	33	20:00	8	D09
3497	449	2025-09-18	39	43	16:00	2	B02
3498	488	2025-09-18	27	25	14:00	8	A04
3499	27	2025-09-19	2	5	17:30	6	B07
3500	54	2025-09-19	25	26	21:00	6	A01
3501	80	2025-09-19	86	80	10:00	1	C01
3502	85	2025-09-19	7	17	19:30	10	B04
3503	133	2025-09-19	19	30	21:00	10	B08
3504	170	2025-09-19	81	84	10:00	6	C06
3505	198	2025-09-19	86	80	18:00	3	B01
3506	224	2025-09-19	90	87	10:00	4	C06
3507	248	2025-09-19	59	33	16:30	4	D09
3508	314	2025-09-19	87	89	18:00	2	B04
3509	321	2025-09-19	74	69	16:00	5	B06
3510	323	2025-09-19	29	22	10:40	6	B02
3511	335	2025-09-19	86	85	18:00	3	B06
3512	358	2025-09-19	86	84	10:00	5	B08
3513	378	2025-09-19	60	38	14:00	5	D05
3514	420	2025-09-19	21	22	14:00	3	A04
3515	480	2025-09-19	89	88	10:00	3	B09
3516	483	2025-09-19	61	42	16:15	4	D03
3517	24	2025-09-20	10	3	19:30	1	C09
3518	69	2025-09-20	30	27	17:00	1	C07
3519	93	2025-09-20	90	87	10:00	3	B06
3520	168	2025-09-20	62	42	13:00	7	C01
3521	171	2025-09-20	74	65	10:00	6	A04
3522	184	2025-09-20	56	45	20:45	2	C01
3523	204	2025-09-20	40	46	13:00	2	A05
3524	248	2025-09-20	65	68	16:00	4	A03
3525	250	2025-09-20	34	44	15:00	10	B10
3526	350	2025-09-20	14	6	12:00	1	B09
3527	453	2025-09-20	7	15	14:00	8	A09
3528	458	2025-09-20	50	35	8:45	5	C09
3529	469	2025-09-20	90	89	14:00	4	D05
3530	500	2025-09-20	85	85	14:00	5	C01
3531	96	2025-09-21	57	41	7:45	6	D05
3532	180	2025-09-21	44	32	19:00	8	B10
3533	217	2025-09-21	84	82	18:00	4	D09
3534	242	2025-09-21	12	7	21:30	7	A02
3535	262	2025-09-21	70	66	20:00	5	A01
3536	272	2025-09-21	54	44	6:45	2	A04
3537	292	2025-09-21	35	36	16:00	3	A03
3538	355	2025-09-21	52	44	15:15	3	C02
3539	380	2025-09-21	3	17	6:00	8	B01
3540	382	2025-09-21	84	80	18:00	2	C03
3541	388	2025-09-21	70	67	12:00	1	A03
3542	481	2025-09-21	90	91	14:00	4	B10
3543	2	2025-09-22	69	65	12:00	3	C01
3544	72	2025-09-22	73	76	16:00	7	D07
3545	151	2025-09-22	88	90	14:00	3	B02
3546	172	2025-09-22	91	90	14:00	3	C05
3547	277	2025-09-22	41	33	10:00	3	C04
3548	308	2025-09-22	50	41	13:45	3	B01
3549	362	2025-09-22	88	87	14:00	4	D03
3550	446	2025-09-22	39	32	22:00	2	B05
3551	465	2025-09-22	40	44	22:00	5	C10
3552	8	2025-09-23	71	72	14:00	7	B10
3553	23	2025-09-23	67	73	10:00	3	C08
3554	43	2025-09-23	47	33	23:30	1	B03
3555	49	2025-09-23	89	91	18:00	2	B01
3556	70	2025-09-23	25	31	16:40	3	B04
3557	104	2025-09-23	68	69	14:00	7	D10
3558	112	2025-09-23	23	30	18:40	2	A09
3559	269	2025-09-23	62	35	20:00	7	A02
3560	299	2025-09-23	61	42	15:30	1	C07
3561	422	2025-09-23	33	44	8:00	9	B03
3562	437	2025-09-23	79	86	10:00	6	B10
3563	453	2025-09-23	44	41	9:00	9	D03
3564	40	2025-09-24	88	87	18:00	1	B04
3565	69	2025-09-24	57	34	21:30	1	A08
3566	80	2025-09-24	39	46	16:00	9	B03
3567	130	2025-09-24	26	18	17:00	7	D07
3568	167	2025-09-24	81	83	14:00	6	A03
3569	181	2025-09-24	21	31	14:00	6	D03
3570	200	2025-09-24	75	69	10:00	8	C06
3571	212	2025-09-24	35	39	8:00	6	A05
3572	220	2025-09-24	41	45	19:00	10	D10
3573	227	2025-09-24	5	10	19:30	1	B05
3574	265	2025-09-24	33	43	17:00	2	C07
3575	325	2025-09-24	87	89	14:00	3	C08
3576	360	2025-09-24	59	38	23:30	3	C01
3577	384	2025-09-24	62	38	6:00	1	C01
3578	384	2025-09-24	89	87	10:00	2	C04
3579	396	2025-09-24	85	79	18:00	5	A06
3580	429	2025-09-24	84	78	10:00	3	B06
3581	447	2025-09-24	32	46	13:00	5	D08
3582	447	2025-09-24	86	79	18:00	2	A04
3583	483	2025-09-24	90	87	10:00	4	A03
3584	500	2025-09-24	86	82	14:00	5	D10
3585	3	2025-09-25	82	79	14:00	3	C03
3586	36	2025-09-25	72	73	20:00	1	A02
3587	113	2025-09-25	71	67	14:00	5	A02
3588	149	2025-09-25	83	78	14:00	2	A06
3589	179	2025-09-25	37	41	10:00	8	B05
3590	209	2025-09-25	91	89	14:00	3	A03
3591	219	2025-09-25	79	86	10:00	4	A08
3592	240	2025-09-25	71	75	8:00	2	C02
3593	280	2025-09-25	89	91	18:00	4	C02
3594	290	2025-09-25	31	25	20:40	2	C10
3595	308	2025-09-25	89	88	18:00	4	A03
3596	316	2025-09-25	64	73	18:00	8	B08
3597	374	2025-09-25	32	33	22:00	3	B01
3598	385	2025-09-25	59	43	7:00	4	A02
3599	26	2025-09-26	59	38	14:45	4	D07
3600	33	2025-09-26	66	71	12:00	5	B03
3601	35	2025-09-26	87	89	10:00	3	B03
3602	49	2025-09-26	26	28	9:40	3	C07
3603	71	2025-09-26	63	42	20:00	8	B02
3604	119	2025-09-26	63	42	10:45	4	A01
3605	162	2025-09-26	47	36	22:00	1	A03
3606	169	2025-09-26	87	88	10:00	3	B05
3607	185	2025-09-26	71	75	20:00	8	B10
3608	203	2025-09-26	90	87	18:00	4	A01
3609	222	2025-09-26	78	79	14:00	5	C05
3610	262	2025-09-26	32	33	16:00	1	C07
3611	341	2025-09-26	22	29	21:00	4	B05
3612	367	2025-09-26	43	46	14:00	5	A10
3613	372	2025-09-26	89	87	10:00	1	B08
3614	374	2025-09-26	15	9	6:30	7	D07
3615	392	2025-09-26	58	45	17:15	1	A05
3616	16	2025-09-27	65	77	12:00	4	C10
3617	18	2025-09-27	72	67	14:00	5	B05
3618	24	2025-09-27	90	90	14:00	1	A04
3619	67	2025-09-27	23	25	13:00	1	B10
3620	109	2025-09-27	86	81	14:00	4	B01
3621	114	2025-09-27	55	34	16:45	1	A10
3622	125	2025-09-27	59	34	13:15	4	D09
3623	133	2025-09-27	10	17	9:30	6	B02
3624	204	2025-09-27	73	69	12:00	4	B02
3625	233	2025-09-27	44	40	12:00	9	B01
3626	278	2025-09-27	23	27	21:40	3	C02
3627	301	2025-09-27	31	20	9:00	1	A04
3628	337	2025-09-27	88	87	10:00	1	B04
3629	360	2025-09-27	69	73	16:00	7	B01
3630	389	2025-09-27	43	35	19:00	5	B08
3631	414	2025-09-27	19	21	19:40	10	D02
3632	432	2025-09-27	45	32	14:00	10	C07
3633	458	2025-09-27	5	16	15:00	1	B01
3634	474	2025-09-27	8	5	22:30	9	D05
3635	497	2025-09-27	75	70	10:00	1	B05
3636	53	2025-09-28	71	75	16:00	7	B10
3637	221	2025-09-28	75	66	20:00	7	A03
3638	230	2025-09-28	33	32	6:00	1	B05
3639	309	2025-09-28	37	44	16:00	1	B02
3640	317	2025-09-28	69	65	10:00	5	B04
3641	318	2025-09-28	65	64	14:00	8	A03
3642	367	2025-09-28	78	82	14:00	6	A07
3643	383	2025-09-28	47	41	10:45	1	B01
3644	412	2025-09-28	83	82	18:00	1	C07
3645	440	2025-09-28	83	78	14:00	3	C03
3646	441	2025-09-28	26	27	17:00	10	B01
3647	32	2025-09-29	84	79	14:00	6	C01
3648	79	2025-09-29	89	88	14:00	3	B09
3649	174	2025-09-29	88	87	10:00	1	C08
3650	201	2025-09-29	14	10	11:30	8	B01
3651	211	2025-09-29	34	39	16:00	8	A08
3652	229	2025-09-29	68	77	16:00	8	C08
3653	244	2025-09-29	41	34	16:00	5	B09
3654	314	2025-09-29	81	84	18:00	1	A03
3655	327	2025-09-29	79	80	14:00	4	C05
3656	369	2025-09-29	38	46	10:00	5	A04
3657	395	2025-09-29	66	69	14:00	5	B08
3658	399	2025-09-29	83	81	18:00	1	A02
3659	36	2025-09-30	59	43	22:00	4	C04
3660	42	2025-09-30	16	3	8:00	9	C01
3661	45	2025-09-30	50	43	13:45	4	D08
3662	50	2025-09-30	59	35	11:45	1	A09
3663	85	2025-09-30	43	36	11:00	1	B10
3664	96	2025-09-30	80	78	14:00	2	C01
3665	123	2025-09-30	60	33	19:30	8	C02
3666	171	2025-09-30	87	89	14:00	2	B09
3667	172	2025-09-30	87	91	18:00	4	B02
3668	237	2025-09-30	77	68	10:00	1	A04
3669	325	2025-09-30	35	34	13:00	5	D10
3670	354	2025-09-30	46	42	11:00	10	B05
3671	378	2025-09-30	52	36	13:15	6	A01
3672	378	2025-09-30	87	90	14:00	4	B08
3673	413	2025-09-30	42	33	13:00	1	B08
3674	440	2025-09-30	91	89	14:00	1	B07
3675	460	2025-09-30	33	34	12:00	6	D03
3676	31	2025-10-01	53	34	16:30	7	A05
3677	31	2025-10-01	64	67	10:00	2	A05
3678	89	2025-10-01	38	37	18:00	3	C02
3679	102	2025-10-01	12	11	13:00	8	A01
3680	108	2025-10-01	81	84	18:00	1	A04
3681	136	2025-10-01	82	80	10:00	3	A05
3682	169	2025-10-01	72	71	16:00	5	C09
3683	173	2025-10-01	88	90	14:00	3	A09
3684	209	2025-10-01	88	91	10:00	4	C08
3685	215	2025-10-01	40	37	23:00	6	D10
3686	222	2025-10-01	58	45	6:45	5	D07
3687	233	2025-10-01	82	80	10:00	6	D09
3688	336	2025-10-01	69	64	16:00	6	B01
3689	358	2025-10-01	74	73	20:00	7	C05
3690	371	2025-10-01	32	36	10:00	6	C04
3691	404	2025-10-01	57	39	19:45	4	B07
3692	416	2025-10-01	27	18	22:40	9	C07
3693	460	2025-10-01	62	46	15:45	1	B09
3694	61	2025-10-02	37	43	20:00	8	D07
3695	75	2025-10-02	76	75	18:00	3	A03
3696	241	2025-10-02	73	75	18:00	1	C03
3697	265	2025-10-02	75	64	16:00	4	B05
3698	266	2025-10-02	53	46	11:30	8	C07
3699	284	2025-10-02	79	80	18:00	5	B02
3700	288	2025-10-02	58	39	20:45	3	A05
3701	347	2025-10-02	87	88	14:00	3	A06
3702	365	2025-10-02	78	86	10:00	6	A09
3703	373	2025-10-02	33	42	6:00	10	C08
3704	382	2025-10-02	39	43	14:00	6	A09
3705	392	2025-10-02	72	67	16:00	3	B05
3706	395	2025-10-02	31	20	14:00	4	C03
3707	398	2025-10-02	1	13	15:00	10	B05
3708	462	2025-10-02	60	39	21:15	7	A08
3709	4	2025-10-03	44	46	16:00	4	D08
3710	80	2025-10-03	64	71	14:00	7	A10
3711	114	2025-10-03	81	85	18:00	3	C04
3712	137	2025-10-03	84	78	18:00	5	B05
3713	223	2025-10-03	20	29	10:40	8	B09
3714	250	2025-10-03	1	17	15:30	7	D07
3715	278	2025-10-03	86	83	18:00	1	B05
3716	298	2025-10-03	74	76	8:00	3	B07
3717	390	2025-10-03	3	1	19:00	2	B01
3718	399	2025-10-03	79	80	14:00	1	B07
3719	401	2025-10-03	15	1	14:00	5	A10
3720	410	2025-10-03	69	75	20:00	5	A07
3721	439	2025-10-03	87	87	14:00	4	D08
3722	442	2025-10-03	91	89	10:00	1	A06
3723	453	2025-10-03	37	32	12:00	5	C08
3724	21	2025-10-04	7	17	7:30	3	B06
3725	51	2025-10-04	89	91	18:00	4	A02
3726	99	2025-10-04	56	44	19:45	6	A06
3727	163	2025-10-04	57	43	14:45	8	D06
3728	198	2025-10-04	20	28	22:00	7	D09
3729	215	2025-10-04	11	13	22:00	3	C04
3730	261	2025-10-04	78	86	18:00	3	C01
3731	265	2025-10-04	90	87	10:00	4	C01
3732	354	2025-10-04	81	78	14:00	6	A07
3733	397	2025-10-04	77	66	12:00	3	B03
3734	417	2025-10-04	31	19	11:40	4	B07
3735	417	2025-10-04	57	41	19:30	3	B05
3736	483	2025-10-04	59	32	15:45	8	D08
3737	19	2025-10-05	66	70	14:00	4	D06
3738	45	2025-10-05	46	33	13:00	7	C04
3739	55	2025-10-05	69	67	16:00	4	C10
3740	91	2025-10-05	63	39	11:45	5	D05
3741	142	2025-10-05	18	30	18:00	7	D04
3742	156	2025-10-05	72	65	10:00	8	D06
3743	176	2025-10-05	81	82	10:00	4	B01
3744	203	2025-10-05	49	33	15:00	2	A03
3745	244	2025-10-05	70	77	12:00	6	C10
3746	333	2025-10-05	60	37	8:00	4	B06
3747	375	2025-10-05	89	90	14:00	1	C03
3748	467	2025-10-05	27	22	19:00	8	C08
3749	113	2025-10-06	85	84	10:00	5	A02
3750	134	2025-10-06	16	8	13:30	1	B01
3751	157	2025-10-06	34	45	14:00	9	B06
3752	215	2025-10-06	39	44	20:00	2	C08
3753	249	2025-10-06	38	46	17:00	9	D06
3754	251	2025-10-06	88	87	10:00	4	B04
3755	339	2025-10-06	82	81	14:00	2	B06
3756	346	2025-10-06	62	44	15:30	3	A04
3757	394	2025-10-06	89	89	10:00	2	B04
3758	405	2025-10-06	90	87	14:00	2	C09
3759	406	2025-10-06	43	42	22:00	9	C04
3760	425	2025-10-06	3	7	6:00	4	B04
3761	435	2025-10-06	69	75	18:00	1	B01
3762	443	2025-10-06	39	44	20:00	3	C05
3763	456	2025-10-06	30	29	22:40	1	A08
3764	471	2025-10-06	81	84	14:00	2	A09
3765	498	2025-10-06	46	39	9:00	6	A02
3766	10	2025-10-07	75	72	14:00	1	B10
3767	47	2025-10-07	91	89	18:00	2	A05
3768	57	2025-10-07	34	32	18:00	5	C05
3769	85	2025-10-07	56	40	22:15	6	D01
3770	87	2025-10-07	27	20	21:00	7	D09
3771	111	2025-10-07	40	45	13:00	5	D09
3772	117	2025-10-07	7	16	21:00	3	A01
3773	140	2025-10-07	71	76	10:00	4	B01
3774	157	2025-10-07	35	36	10:00	7	D05
3775	198	2025-10-07	66	71	10:00	5	B06
3776	244	2025-10-07	49	37	13:30	4	A02
3777	355	2025-10-07	37	34	17:00	3	C04
3778	393	2025-10-07	68	69	12:00	2	C01
3779	417	2025-10-07	32	46	8:00	5	D07
3780	444	2025-10-07	90	89	10:00	3	A03
3781	459	2025-10-07	66	71	8:00	5	C07
3782	483	2025-10-07	52	44	7:00	1	C02
3783	12	2025-10-08	5	7	19:00	9	C07
3784	100	2025-10-08	82	78	14:00	6	B07
3785	124	2025-10-08	78	79	10:00	5	D01
3786	127	2025-10-08	13	12	11:30	8	D04
3787	143	2025-10-08	7	1	10:00	8	B04
3788	147	2025-10-08	58	44	17:45	6	B09
3789	165	2025-10-08	57	33	9:30	7	B01
3790	191	2025-10-08	60	44	22:15	4	A06
3791	203	2025-10-08	55	43	20:45	5	D10
3792	236	2025-10-08	43	37	6:00	5	A08
3793	332	2025-10-08	22	19	7:00	9	A10
3794	384	2025-10-08	80	84	14:00	5	A06
3795	384	2025-10-08	87	90	14:00	2	B02
3796	387	2025-10-08	41	35	19:00	6	D09
3797	421	2025-10-08	24	23	19:40	2	B02
3798	452	2025-10-08	78	86	18:00	2	C08
3799	462	2025-10-08	77	64	8:00	4	D06
3800	24	2025-10-09	43	46	23:00	10	B10
3801	59	2025-10-09	9	14	8:30	6	C10
3802	70	2025-10-09	48	39	20:00	3	A06
3803	154	2025-10-09	36	32	6:00	3	B06
3804	210	2025-10-09	87	91	18:00	4	A04
3805	246	2025-10-09	78	85	14:00	3	C09
3806	332	2025-10-09	73	69	14:00	3	B06
3807	334	2025-10-09	48	32	14:00	8	C09
3808	426	2025-10-09	77	72	8:00	7	B08
3809	450	2025-10-09	83	79	18:00	1	C07
3810	29	2025-10-10	32	44	12:00	2	A01
3811	35	2025-10-10	58	41	16:30	7	A07
3812	122	2025-10-10	33	34	19:00	8	A07
3813	242	2025-10-10	82	86	18:00	4	B01
3814	261	2025-10-10	86	78	10:00	1	B07
3815	495	2025-10-10	66	71	18:00	7	B04
3816	71	2025-10-11	72	67	18:00	4	C10
3817	109	2025-10-11	15	14	7:00	4	B05
3818	195	2025-10-11	88	90	14:00	4	D02
3819	203	2025-10-11	91	90	14:00	2	C05
3820	205	2025-10-11	88	90	14:00	3	B05
3821	258	2025-10-11	88	89	14:00	3	A10
3822	348	2025-10-11	38	45	7:00	7	A02
3823	393	2025-10-11	21	29	10:40	9	C09
3824	412	2025-10-11	2	13	17:30	8	B09
3825	21	2025-10-12	52	33	9:00	8	D07
3826	23	2025-10-12	73	76	12:00	7	B01
3827	201	2025-10-12	41	34	23:00	8	A08
3828	241	2025-10-12	82	85	14:00	6	C04
3829	243	2025-10-12	76	74	18:00	2	A08
3830	244	2025-10-12	87	91	18:00	3	C09
3831	329	2025-10-12	51	45	13:30	4	C08
3832	346	2025-10-12	34	43	12:00	2	A04
3833	370	2025-10-12	49	38	18:15	7	B08
3834	391	2025-10-12	90	91	18:00	1	C05
3835	431	2025-10-12	30	29	8:40	10	C02
3836	2	2025-10-13	86	86	10:00	1	A05
3837	146	2025-10-13	31	18	7:00	9	C06
3838	148	2025-10-13	48	34	22:15	7	B07
3839	162	2025-10-13	28	18	9:40	5	B04
3840	163	2025-10-13	35	34	18:00	3	C01
3841	334	2025-10-13	23	31	21:40	7	C10
3842	351	2025-10-13	65	66	12:00	7	B09
3843	371	2025-10-13	47	41	8:00	1	C01
3844	415	2025-10-13	56	36	16:30	4	D09
3845	477	2025-10-13	35	44	7:00	5	C10
3846	68	2025-10-14	84	78	18:00	2	B10
3847	73	2025-10-14	84	84	10:00	3	C01
3848	88	2025-10-14	81	85	18:00	6	D04
3849	101	2025-10-14	63	36	11:45	7	D08
3850	118	2025-10-14	90	90	18:00	2	C09
3851	120	2025-10-14	31	20	16:40	10	D08
3852	121	2025-10-14	14	17	22:30	6	D08
3853	158	2025-10-14	15	9	6:30	8	B06
3854	169	2025-10-14	69	66	20:00	1	B08
3855	178	2025-10-14	60	43	10:30	2	A02
3856	273	2025-10-14	55	45	14:15	6	B05
3857	279	2025-10-14	16	7	9:00	1	A08
3858	307	2025-10-14	7	2	15:00	7	D10
3859	315	2025-10-14	85	86	18:00	6	A03
3860	336	2025-10-14	21	26	20:40	3	B10
3861	395	2025-10-14	72	64	16:00	4	A06
3862	437	2025-10-14	83	78	10:00	4	C09
3863	455	2025-10-14	89	91	10:00	3	B03
3864	480	2025-10-14	51	44	0:15	4	C01
3865	93	2025-10-15	31	22	21:00	7	C01
3866	99	2025-10-15	80	81	10:00	1	C09
3867	380	2025-10-15	18	26	14:40	6	B05
3868	447	2025-10-15	34	43	21:00	7	D03
3869	459	2025-10-15	85	86	14:00	6	C09
3870	479	2025-10-15	88	90	14:00	3	C02
3871	27	2025-10-16	48	33	16:45	5	B08
3872	42	2025-10-16	91	88	18:00	1	A06
3873	47	2025-10-16	74	77	20:00	6	B04
3874	69	2025-10-16	16	17	11:30	3	A07
3875	86	2025-10-16	55	36	9:45	7	D05
3876	157	2025-10-16	53	37	7:00	6	D02
3877	195	2025-10-16	80	81	14:00	4	B07
3878	256	2025-10-16	90	91	18:00	3	B01
3879	276	2025-10-16	34	33	17:00	8	C10
3880	312	2025-10-16	79	80	10:00	1	C05
3881	341	2025-10-16	85	86	18:00	3	A09
3882	372	2025-10-16	66	68	12:00	4	B10
3883	384	2025-10-16	53	34	23:30	3	A02
3884	492	2025-10-16	63	40	9:45	3	C07
3885	34	2025-10-17	45	35	11:00	10	C02
3886	72	2025-10-17	13	7	15:30	4	A02
3887	172	2025-10-17	47	37	20:45	3	A06
3888	176	2025-10-17	54	39	7:00	2	B07
3889	185	2025-10-17	65	71	14:00	4	A01
3890	189	2025-10-17	89	90	10:00	3	B05
3891	201	2025-10-17	49	45	19:15	1	C10
3892	327	2025-10-17	45	40	21:00	4	D01
3893	337	2025-10-17	69	73	10:00	2	A05
3894	424	2025-10-17	73	72	18:00	2	C07
3895	447	2025-10-17	87	87	14:00	4	C08
3896	468	2025-10-17	87	91	10:00	1	B02
3897	492	2025-10-17	33	37	15:00	8	C01
3898	25	2025-10-18	81	80	18:00	6	C08
3899	42	2025-10-18	57	33	22:00	5	C06
3900	66	2025-10-18	22	25	11:00	4	D06
3901	76	2025-10-18	59	35	18:45	8	B10
3902	86	2025-10-18	87	88	10:00	1	A02
3903	162	2025-10-18	91	89	14:00	4	A07
3904	168	2025-10-18	71	68	8:00	8	A02
3905	241	2025-10-18	84	84	18:00	3	C02
3906	414	2025-10-18	78	85	10:00	5	D09
3907	20	2025-10-19	79	84	18:00	5	C10
3908	57	2025-10-19	56	38	13:30	4	B08
3909	65	2025-10-19	76	68	14:00	6	B07
3910	116	2025-10-19	82	84	14:00	3	C03
3911	173	2025-10-19	90	90	14:00	2	B03
3912	182	2025-10-19	91	89	10:00	4	A05
3913	186	2025-10-19	91	88	14:00	1	C03
3914	237	2025-10-19	88	90	18:00	1	C01
3915	339	2025-10-19	77	74	20:00	6	B05
3916	384	2025-10-19	77	69	10:00	5	C04
3917	398	2025-10-19	58	32	10:15	6	A07
3918	403	2025-10-19	86	78	14:00	3	C09
3919	472	2025-10-19	84	82	18:00	1	A04
3920	7	2025-10-20	24	21	11:00	2	C10
3921	55	2025-10-20	50	37	12:15	6	A10
3922	77	2025-10-20	33	43	22:00	6	B09
3923	96	2025-10-20	85	85	14:00	6	D06
3924	122	2025-10-20	89	91	14:00	2	B01
3925	135	2025-10-20	69	68	8:00	5	D04
3926	214	2025-10-20	78	80	18:00	3	A05
3927	220	2025-10-20	76	71	14:00	2	C06
3928	269	2025-10-20	50	39	19:15	4	D05
3929	282	2025-10-20	84	82	10:00	2	C09
3930	15	2025-10-21	49	32	13:30	7	C04
3931	46	2025-10-21	54	36	22:00	5	A05
3932	47	2025-10-21	39	41	13:00	2	B05
3933	97	2025-10-21	2	8	7:00	10	D02
3934	123	2025-10-21	63	46	15:15	3	A04
3935	202	2025-10-21	34	41	13:00	6	D05
3936	230	2025-10-21	34	33	12:00	7	C02
3937	237	2025-10-21	5	11	19:30	10	D02
3938	272	2025-10-21	75	77	18:00	2	A04
3939	274	2025-10-21	66	64	18:00	1	C08
3940	283	2025-10-21	84	79	18:00	3	C05
3941	316	2025-10-21	83	78	10:00	2	B09
3942	383	2025-10-21	62	37	7:45	3	C06
3943	400	2025-10-21	91	90	14:00	3	C03
3944	471	2025-10-21	78	82	10:00	4	D03
3945	476	2025-10-21	90	88	18:00	3	C01
